timestamp,date,time,avg_speed,weather_type,weather_code,temperature,precipitation,intensity_30min,cars,trucks,busses
2024-02-01 20:00:00,2024-02-01,20:00:00,59.73,snow,71,-2.7,0.2,123,95,16,12
2024-02-01 20:30:00,2024-02-01,20:30:00,84.91,clear,1,-9.7,0.0,127,96,17,14
2024-02-01 21:00:00,2024-02-01,21:00:00,87.95,cloudy,3,-4.5,0.0,82,60,9,13
2024-02-01 21:30:00,2024-02-01,21:30:00,81.85,cloudy,3,-2.8,0.0,102,75,12,15
2024-02-01 22:00:00,2024-02-01,22:00:00,100.41,clear,1,-8.1,0.0,47,37,4,6
2024-02-01 22:30:00,2024-02-01,22:30:00,96.45,partly_cloudy,2,-5.0,0.0,64,46,8,10
2024-02-01 23:00:00,2024-02-01,23:00:00,83.69,clear,1,-6.5,0.0,47,35,5,7
2024-02-01 23:30:00,2024-02-01,23:30:00,86.09,fog,45,-3.1,0.0,45,34,3,8
2024-02-02 00:00:00,2024-02-02,00:00:00,96.31,cloudy,3,-3.6,0.0,15,11,1,3
2024-02-02 00:30:00,2024-02-02,00:30:00,72.77,snow,71,-7.4,1.7,26,20,2,4
2024-02-02 01:00:00,2024-02-02,01:00:00,90.86,clear,1,-11.5,0.0,11,8,1,2
2024-02-02 01:30:00,2024-02-02,01:30:00,76.3,snow,71,-5.9,1.0,18,12,1,5
2024-02-02 02:00:00,2024-02-02,02:00:00,97.55,partly_cloudy,2,-10.1,0.0,18,13,2,3
2024-02-02 02:30:00,2024-02-02,02:30:00,77.01,snow,71,-7.4,1.2,13,10,1,2
2024-02-02 03:00:00,2024-02-02,03:00:00,104.8,clear,1,-5.6,0.0,23,17,2,4
2024-02-02 03:30:00,2024-02-02,03:30:00,81.97,fog,45,-13.3,0.0,8,6,1,1
2024-02-02 04:00:00,2024-02-02,04:00:00,87.45,partly_cloudy,2,-3.3,0.0,19,15,2,2
2024-02-02 04:30:00,2024-02-02,04:30:00,91.2,partly_cloudy,2,-5.1,0.0,29,23,3,3
2024-02-02 05:00:00,2024-02-02,05:00:00,94.95,cloudy,3,-4.9,0.0,27,22,3,2
2024-02-02 05:30:00,2024-02-02,05:30:00,95.06,cloudy,3,-4.2,0.0,30,22,2,6
2024-02-02 06:00:00,2024-02-02,06:00:00,65.58,snow,71,-3.7,1.4,79,57,9,13
2024-02-02 06:30:00,2024-02-02,06:30:00,80.66,clear,1,-1.1,0.0,101,81,10,10
2024-02-02 07:00:00,2024-02-02,07:00:00,39.71,cloudy,3,-1.6,0.0,212,161,28,23
2024-02-02 07:30:00,2024-02-02,07:30:00,32.89,clear,1,-4.5,0.0,233,189,20,24
2024-02-02 08:00:00,2024-02-02,08:00:00,45.39,partly_cloudy,2,-3.0,0.0,251,186,21,44
2024-02-02 08:30:00,2024-02-02,08:30:00,52.34,clear,1,-7.8,0.0,205,151,18,36
2024-02-02 09:00:00,2024-02-02,09:00:00,41.46,snow,71,-6.4,0.3,186,140,20,26
2024-02-02 09:30:00,2024-02-02,09:30:00,47.25,cloudy,3,-5.3,0.0,218,176,29,13
2024-02-02 10:00:00,2024-02-02,10:00:00,66.42,cloudy,3,-5.6,0.0,165,126,19,20
2024-02-02 10:30:00,2024-02-02,10:30:00,48.81,fog,45,-6.6,0.0,139,103,17,19
2024-02-02 11:00:00,2024-02-02,11:00:00,66.23,clear,1,-2.6,0.0,154,116,12,26
2024-02-02 11:30:00,2024-02-02,11:30:00,70.32,clear,1,-7.7,0.0,134,105,17,12
2024-02-02 12:00:00,2024-02-02,12:00:00,70.23,partly_cloudy,2,-0.0,0.0,147,111,17,19
2024-02-02 12:30:00,2024-02-02,12:30:00,78.79,cloudy,3,-4.8,0.0,152,110,13,29
2024-02-02 13:00:00,2024-02-02,13:00:00,58.74,snow,71,-1.2,0.6,136,103,18,15
2024-02-02 13:30:00,2024-02-02,13:30:00,67.2,partly_cloudy,2,-0.6,0.0,143,105,17,21
2024-02-02 14:00:00,2024-02-02,14:00:00,66.26,partly_cloudy,2,1.9,0.0,156,120,14,22
2024-02-02 14:30:00,2024-02-02,14:30:00,71.42,cloudy,3,0.6,0.0,115,88,12,15
2024-02-02 15:00:00,2024-02-02,15:00:00,52.59,snow,71,-1.0,0.2,152,119,19,14
2024-02-02 15:30:00,2024-02-02,15:30:00,84.29,clear,1,-1.8,0.0,185,151,16,18
2024-02-02 16:00:00,2024-02-02,16:00:00,57.62,heavy_rain,63,0.2,6.4,181,132,23,26
2024-02-02 16:30:00,2024-02-02,16:30:00,43.77,snow,71,-1.2,1.6,200,157,22,21
2024-02-02 17:00:00,2024-02-02,17:00:00,22.95,partly_cloudy,2,-5.8,0.0,285,226,31,28
2024-02-02 17:30:00,2024-02-02,17:30:00,39.78,clear,1,-4.2,0.0,246,179,33,34
2024-02-02 18:00:00,2024-02-02,18:00:00,53.48,snow,71,-2.1,1.6,185,149,23,13
2024-02-02 18:30:00,2024-02-02,18:30:00,8.07,snow,71,-6.1,1.5,294,212,33,49
2024-02-02 19:00:00,2024-02-02,19:00:00,75.06,cloudy,3,-4.2,0.0,193,141,18,34
2024-02-02 19:30:00,2024-02-02,19:30:00,76.16,partly_cloudy,2,-2.6,0.0,171,129,15,27
2024-02-02 20:00:00,2024-02-02,20:00:00,76.91,partly_cloudy,2,-2.9,0.0,129,100,10,19
2024-02-02 20:30:00,2024-02-02,20:30:00,73.03,cloudy,3,-0.5,0.0,174,135,20,19
2024-02-02 21:00:00,2024-02-02,21:00:00,78.59,partly_cloudy,2,-6.3,0.0,112,87,11,14
2024-02-02 21:30:00,2024-02-02,21:30:00,66.26,fog,45,-5.4,0.0,105,79,10,16
2024-02-02 22:00:00,2024-02-02,22:00:00,89.7,partly_cloudy,2,-4.8,0.0,80,58,7,15
2024-02-02 22:30:00,2024-02-02,22:30:00,92.18,clear,1,-11.7,0.0,51,36,6,9
2024-02-02 23:00:00,2024-02-02,23:00:00,86.72,snow,71,-7.8,2.0,43,31,5,7
2024-02-02 23:30:00,2024-02-02,23:30:00,75.93,snow,71,-4.5,0.5,47,34,5,8
2024-02-03 00:00:00,2024-02-03,00:00:00,99.48,partly_cloudy,2,-7.7,0.0,35,25,3,7
2024-02-03 00:30:00,2024-02-03,00:30:00,90.01,cloudy,3,-11.5,0.0,22,16,2,4
2024-02-03 01:00:00,2024-02-03,01:00:00,78.24,snow,71,-7.9,0.5,25,18,2,5
2024-02-03 01:30:00,2024-02-03,01:30:00,74.65,snow,71,-8.9,1.5,24,19,3,2
2024-02-03 02:00:00,2024-02-03,02:00:00,68.7,snow,71,-10.5,0.7,31,25,4,2
2024-02-03 02:30:00,2024-02-03,02:30:00,89.17,cloudy,3,-11.1,0.0,35,27,3,5
2024-02-03 03:00:00,2024-02-03,03:00:00,94.56,partly_cloudy,2,-3.8,0.0,5,4,0,1
2024-02-03 03:30:00,2024-02-03,03:30:00,93.52,partly_cloudy,2,-8.9,0.0,24,17,3,4
2024-02-03 04:00:00,2024-02-03,04:00:00,79.13,snow,71,-7.1,0.6,13,9,1,3
2024-02-03 04:30:00,2024-02-03,04:30:00,81.86,snow,71,-5.4,0.1,6,4,0,2
2024-02-03 05:00:00,2024-02-03,05:00:00,93.16,cloudy,3,-5.5,0.0,21,15,2,4
2024-02-03 05:30:00,2024-02-03,05:30:00,94.74,cloudy,3,-8.9,0.0,25,18,2,5
2024-02-03 06:00:00,2024-02-03,06:00:00,89.46,clear,1,-2.4,0.0,25,18,2,5
2024-02-03 06:30:00,2024-02-03,06:30:00,93.66,cloudy,3,-6.4,0.0,39,31,3,5
2024-02-03 07:00:00,2024-02-03,07:00:00,94.65,partly_cloudy,2,-5.8,0.0,57,44,5,8
2024-02-03 07:30:00,2024-02-03,07:30:00,79.32,snow,71,-9.4,1.8,56,41,7,8
2024-02-03 08:00:00,2024-02-03,08:00:00,97.58,clear,1,-5.6,0.0,77,61,7,9
2024-02-03 08:30:00,2024-02-03,08:30:00,77.49,cloudy,3,-8.8,0.0,114,90,15,9
2024-02-03 09:00:00,2024-02-03,09:00:00,55.68,fog,45,-8.2,0.0,145,117,20,8
2024-02-03 09:30:00,2024-02-03,09:30:00,75.62,cloudy,3,-5.1,0.0,161,129,13,19
2024-02-03 10:00:00,2024-02-03,10:00:00,51.9,snow,71,-3.7,0.2,136,107,11,18
2024-02-03 10:30:00,2024-02-03,10:30:00,38.49,clear,1,-4.0,0.0,213,166,20,27
2024-02-03 11:00:00,2024-02-03,11:00:00,42.03,cloudy,3,-4.9,0.0,229,175,26,28
2024-02-03 11:30:00,2024-02-03,11:30:00,47.71,cloudy,3,-6.1,0.0,248,181,25,42
2024-02-03 12:00:00,2024-02-03,12:00:00,39.06,snow,71,-2.6,0.2,180,141,16,23
2024-02-03 12:30:00,2024-02-03,12:30:00,61.02,clear,1,-0.4,0.0,188,138,26,24
2024-02-03 13:00:00,2024-02-03,13:00:00,33.8,cloudy,3,4.1,0.0,264,210,26,28
2024-02-03 13:30:00,2024-02-03,13:30:00,45.29,partly_cloudy,2,3.6,0.0,213,158,23,32
2024-02-03 14:00:00,2024-02-03,14:00:00,38.66,rain,61,4.5,1.2,243,188,20,35
2024-02-03 14:30:00,2024-02-03,14:30:00,33.93,partly_cloudy,2,-4.4,0.0,249,184,30,35
2024-02-03 15:00:00,2024-02-03,15:00:00,82.67,cloudy,3,-2.2,0.0,114,85,15,14
2024-02-03 15:30:00,2024-02-03,15:30:00,43.34,clear,1,1.5,0.0,260,205,31,24
2024-02-03 16:00:00,2024-02-03,16:00:00,56.26,rain,61,1.6,3.5,196,155,17,24
2024-02-03 16:30:00,2024-02-03,16:30:00,61.7,fog,45,1.0,0.0,174,130,20,24
2024-02-03 17:00:00,2024-02-03,17:00:00,69.57,clear,1,-4.8,0.0,182,140,25,17
2024-02-03 17:30:00,2024-02-03,17:30:00,59.11,clear,1,-2.0,0.0,172,125,16,31
2024-02-03 18:00:00,2024-02-03,18:00:00,75.67,partly_cloudy,2,-4.6,0.0,146,105,11,30
2024-02-03 18:30:00,2024-02-03,18:30:00,59.45,partly_cloudy,2,-5.3,0.0,142,116,14,12
2024-02-03 19:00:00,2024-02-03,19:00:00,81.26,cloudy,3,-5.4,0.0,103,80,9,14
2024-02-03 19:30:00,2024-02-03,19:30:00,77.06,cloudy,3,-3.4,0.0,115,85,15,15
2024-02-03 20:00:00,2024-02-03,20:00:00,64.07,snow,71,-5.5,0.5,103,77,13,13
2024-02-03 20:30:00,2024-02-03,20:30:00,71.91,snow,71,-3.7,1.8,87,69,10,8
2024-02-03 21:00:00,2024-02-03,21:00:00,91.78,cloudy,3,-3.5,0.0,84,67,9,8
2024-02-03 21:30:00,2024-02-03,21:30:00,83.0,snow,71,-6.7,1.0,80,58,9,13
2024-02-03 22:00:00,2024-02-03,22:00:00,90.58,cloudy,3,-6.6,0.0,71,54,8,9
2024-02-03 22:30:00,2024-02-03,22:30:00,86.88,cloudy,3,-2.4,0.0,53,40,4,9
2024-02-03 23:00:00,2024-02-03,23:00:00,93.54,partly_cloudy,2,-7.9,0.0,50,36,5,9
2024-02-03 23:30:00,2024-02-03,23:30:00,92.14,partly_cloudy,2,-7.5,0.0,29,21,2,6
2024-02-04 00:00:00,2024-02-04,00:00:00,73.95,snow,71,-5.7,1.9,51,40,6,5
2024-02-04 00:30:00,2024-02-04,00:30:00,96.43,cloudy,3,-5.8,0.0,35,28,3,4
2024-02-04 01:00:00,2024-02-04,01:00:00,88.54,partly_cloudy,2,-4.7,0.0,26,20,3,3
2024-02-04 01:30:00,2024-02-04,01:30:00,93.37,clear,1,-0.6,0.0,23,18,2,3
2024-02-04 02:00:00,2024-02-04,02:00:00,83.46,snow,71,-7.5,0.6,16,12,1,3
2024-02-04 02:30:00,2024-02-04,02:30:00,89.44,cloudy,3,-12.7,0.0,21,16,2,3
2024-02-04 03:00:00,2024-02-04,03:00:00,96.86,partly_cloudy,2,-9.1,0.0,28,22,2,4
2024-02-04 03:30:00,2024-02-04,03:30:00,101.6,clear,1,-4.3,0.0,6,4,0,2
2024-02-04 04:00:00,2024-02-04,04:00:00,79.66,snow,71,-5.1,1.8,12,9,1,2
2024-02-04 04:30:00,2024-02-04,04:30:00,89.15,partly_cloudy,2,-8.9,0.0,5,3,0,2
2024-02-04 05:00:00,2024-02-04,05:00:00,79.13,snow,71,-6.8,0.2,17,12,2,3
2024-02-04 05:30:00,2024-02-04,05:30:00,92.36,cloudy,3,-11.9,0.0,10,7,0,3
2024-02-04 06:00:00,2024-02-04,06:00:00,91.48,clear,1,-1.9,0.0,40,29,3,8
2024-02-04 06:30:00,2024-02-04,06:30:00,79.76,fog,45,-4.9,0.0,36,26,3,7
2024-02-04 07:00:00,2024-02-04,07:00:00,83.05,fog,45,-3.9,0.0,53,42,5,6
2024-02-04 07:30:00,2024-02-04,07:30:00,106.69,cloudy,3,-10.3,0.0,60,45,7,8
2024-02-04 08:00:00,2024-02-04,08:00:00,64.58,fog,45,-7.6,0.0,107,86,9,12
2024-02-04 08:30:00,2024-02-04,08:30:00,79.42,clear,1,-2.8,0.0,127,102,14,11
2024-02-04 09:00:00,2024-02-04,09:00:00,66.13,snow,71,-2.0,1.4,150,109,17,24
2024-02-04 09:30:00,2024-02-04,09:30:00,79.75,clear,1,-5.2,0.0,117,94,12,11
2024-02-04 10:00:00,2024-02-04,10:00:00,47.83,partly_cloudy,2,-8.1,0.0,211,163,16,32
2024-02-04 10:30:00,2024-02-04,10:30:00,57.17,cloudy,3,-7.7,0.0,185,141,17,27
2024-02-04 11:00:00,2024-02-04,11:00:00,61.08,snow,71,-6.5,1.2,161,123,16,22
2024-02-04 11:30:00,2024-02-04,11:30:00,35.19,fog,45,-4.9,0.0,252,190,25,37
2024-02-04 12:00:00,2024-02-04,12:00:00,35.44,clear,1,-4.6,0.0,265,215,22,28
2024-02-04 12:30:00,2024-02-04,12:30:00,32.81,snow,71,-0.5,1.0,218,162,21,35
2024-02-04 13:00:00,2024-02-04,13:00:00,35.22,clear,1,-1.5,0.0,258,188,23,47
2024-02-04 13:30:00,2024-02-04,13:30:00,71.56,cloudy,3,-2.4,0.0,182,141,17,24
2024-02-04 14:00:00,2024-02-04,14:00:00,49.62,cloudy,3,1.4,0.0,217,169,28,20
2024-02-04 14:30:00,2024-02-04,14:30:00,34.09,snow,71,-0.7,1.3,206,156,26,24
2024-02-04 15:00:00,2024-02-04,15:00:00,59.29,rain,61,1.9,1.2,187,147,16,24
2024-02-04 15:30:00,2024-02-04,15:30:00,52.05,clear,1,-2.1,0.0,244,180,20,44
2024-02-04 16:00:00,2024-02-04,16:00:00,75.67,cloudy,3,-0.4,0.0,197,151,27,19
2024-02-04 16:30:00,2024-02-04,16:30:00,66.79,clear,1,1.0,0.0,152,124,13,15
2024-02-04 17:00:00,2024-02-04,17:00:00,62.58,cloudy,3,-6.3,0.0,189,140,19,30
2024-02-04 17:30:00,2024-02-04,17:30:00,49.51,snow,71,-4.9,1.6,146,108,16,22
2024-02-04 18:00:00,2024-02-04,18:00:00,75.71,cloudy,3,-2.9,0.0,161,127,17,17
2024-02-04 18:30:00,2024-02-04,18:30:00,60.98,partly_cloudy,2,-4.8,0.0,195,150,16,29
2024-02-04 19:00:00,2024-02-04,19:00:00,68.01,clear,1,-5.8,0.0,155,113,21,21
2024-02-04 19:30:00,2024-02-04,19:30:00,93.95,partly_cloudy,2,-4.8,0.0,99,78,8,13
2024-02-04 20:00:00,2024-02-04,20:00:00,61.76,fog,45,-3.5,0.0,105,79,8,18
2024-02-04 20:30:00,2024-02-04,20:30:00,94.34,clear,1,-4.8,0.0,84,64,11,9
2024-02-04 21:00:00,2024-02-04,21:00:00,88.76,partly_cloudy,2,-5.0,0.0,81,65,10,6
2024-02-04 21:30:00,2024-02-04,21:30:00,83.3,fog,45,-3.6,0.0,94,71,8,15
2024-02-04 22:00:00,2024-02-04,22:00:00,104.87,partly_cloudy,2,-1.7,0.0,49,39,4,6
2024-02-04 22:30:00,2024-02-04,22:30:00,76.07,snow,71,-11.3,0.8,53,38,4,11
2024-02-04 23:00:00,2024-02-04,23:00:00,93.67,partly_cloudy,2,-4.9,0.0,55,40,6,9
2024-02-04 23:30:00,2024-02-04,23:30:00,76.94,snow,71,-7.4,1.6,39,29,3,7
2024-02-05 00:00:00,2024-02-05,00:00:00,78.81,snow,71,-9.0,0.7,26,18,2,6
2024-02-05 00:30:00,2024-02-05,00:30:00,98.16,partly_cloudy,2,-11.8,0.0,28,22,2,4
2024-02-05 01:00:00,2024-02-05,01:00:00,93.95,clear,1,-10.9,0.0,18,13,1,4
2024-02-05 01:30:00,2024-02-05,01:30:00,72.87,snow,71,-5.8,1.1,19,14,1,4
2024-02-05 02:00:00,2024-02-05,02:00:00,88.53,partly_cloudy,2,-8.1,0.0,10,7,1,2
2024-02-05 02:30:00,2024-02-05,02:30:00,91.98,clear,1,-13.8,0.0,16,13,2,1
2024-02-05 03:00:00,2024-02-05,03:00:00,93.51,partly_cloudy,2,-10.8,0.0,21,16,2,3
2024-02-05 03:30:00,2024-02-05,03:30:00,88.05,fog,45,-7.3,0.0,19,14,1,4
2024-02-05 04:00:00,2024-02-05,04:00:00,85.33,fog,45,-3.7,0.0,17,12,1,4
2024-02-05 04:30:00,2024-02-05,04:30:00,100.84,clear,1,-10.0,0.0,13,9,1,3
2024-02-05 05:00:00,2024-02-05,05:00:00,98.48,cloudy,3,-9.8,0.0,30,23,3,4
2024-02-05 05:30:00,2024-02-05,05:30:00,92.7,clear,1,-8.8,0.0,21,15,2,4
2024-02-05 06:00:00,2024-02-05,06:00:00,93.99,clear,1,-2.7,0.0,74,54,7,13
2024-02-05 06:30:00,2024-02-05,06:30:00,80.22,partly_cloudy,2,-7.6,0.0,99,72,9,18
2024-02-05 07:00:00,2024-02-05,07:00:00,49.5,clear,1,-3.0,0.0,203,161,21,21
2024-02-05 07:30:00,2024-02-05,07:30:00,54.01,cloudy,3,-3.8,0.0,203,157,28,18
2024-02-05 08:00:00,2024-02-05,08:00:00,46.63,cloudy,3,-5.2,0.0,248,196,27,25
2024-02-05 08:30:00,2024-02-05,08:30:00,52.57,clear,1,-4.4,0.0,252,197,31,24
2024-02-05 09:00:00,2024-02-05,09:00:00,33.09,snow,71,-8.1,0.6,203,162,18,23
2024-02-05 09:30:00,2024-02-05,09:30:00,67.91,cloudy,3,-0.8,0.0,199,158,22,19
2024-02-05 10:00:00,2024-02-05,10:00:00,54.28,snow,71,-7.8,0.7,124,98,16,10
2024-02-05 10:30:00,2024-02-05,10:30:00,87.35,cloudy,3,-9.2,0.0,119,93,12,14
2024-02-05 11:00:00,2024-02-05,11:00:00,74.49,fog,45,1.4,0.0,142,110,16,16
2024-02-05 11:30:00,2024-02-05,11:30:00,69.6,partly_cloudy,2,-2.4,0.0,197,142,19,36
2024-02-05 12:00:00,2024-02-05,12:00:00,62.38,partly_cloudy,2,2.4,0.0,184,134,17,33
2024-02-05 12:30:00,2024-02-05,12:30:00,80.67,partly_cloudy,2,3.8,0.0,125,97,15,13
2024-02-05 13:00:00,2024-02-05,13:00:00,68.03,clear,1,-2.4,0.0,157,118,12,27
2024-02-05 13:30:00,2024-02-05,13:30:00,62.07,cloudy,3,0.4,0.0,137,104,18,15
2024-02-05 14:00:00,2024-02-05,14:00:00,74.54,partly_cloudy,2,1.0,0.0,146,112,15,19
2024-02-05 14:30:00,2024-02-05,14:30:00,75.0,rain,61,2.3,0.7,134,106,16,12
2024-02-05 15:00:00,2024-02-05,15:00:00,76.65,partly_cloudy,2,-0.5,0.0,165,126,20,19
2024-02-05 15:30:00,2024-02-05,15:30:00,53.67,snow,71,-0.1,0.2,138,111,12,15
2024-02-05 16:00:00,2024-02-05,16:00:00,75.28,cloudy,3,2.2,0.0,143,110,19,14
2024-02-05 16:30:00,2024-02-05,16:30:00,45.34,partly_cloudy,2,-0.3,0.0,212,166,19,27
2024-02-05 17:00:00,2024-02-05,17:00:00,44.25,cloudy,3,1.0,0.0,214,172,24,18
2024-02-05 17:30:00,2024-02-05,17:30:00,44.49,cloudy,3,-7.5,0.0,231,182,26,23
2024-02-05 18:00:00,2024-02-05,18:00:00,39.3,clear,1,-7.1,0.0,243,184,28,31
2024-02-05 18:30:00,2024-02-05,18:30:00,8.7,partly_cloudy,2,-6.8,0.0,309,246,28,35
2024-02-05 19:00:00,2024-02-05,19:00:00,67.88,partly_cloudy,2,-6.3,0.0,164,125,22,17
2024-02-05 19:30:00,2024-02-05,19:30:00,60.75,partly_cloudy,2,-5.2,0.0,194,152,25,17
2024-02-05 20:00:00,2024-02-05,20:00:00,75.04,partly_cloudy,2,-6.4,0.0,150,117,19,14
2024-02-05 20:30:00,2024-02-05,20:30:00,71.01,clear,1,-3.1,0.0,151,113,19,19
2024-02-05 21:00:00,2024-02-05,21:00:00,85.97,cloudy,3,-3.8,0.0,85,64,9,12
2024-02-05 21:30:00,2024-02-05,21:30:00,97.31,clear,1,-4.9,0.0,95,74,8,13
2024-02-05 22:00:00,2024-02-05,22:00:00,82.64,snow,71,-2.5,0.1,62,49,8,5
2024-02-05 22:30:00,2024-02-05,22:30:00,70.13,snow,71,-4.5,1.7,94,75,10,9
2024-02-05 23:00:00,2024-02-05,23:00:00,99.53,partly_cloudy,2,-2.2,0.0,39,29,3,7
2024-02-05 23:30:00,2024-02-05,23:30:00,79.23,snow,71,-2.9,0.6,46,33,4,9
2024-02-06 00:00:00,2024-02-06,00:00:00,92.13,cloudy,3,-8.8,0.0,47,38,5,4
2024-02-06 00:30:00,2024-02-06,00:30:00,88.85,cloudy,3,-7.1,0.0,44,32,5,7
2024-02-06 01:00:00,2024-02-06,01:00:00,88.7,clear,1,-9.2,0.0,26,18,2,6
2024-02-06 01:30:00,2024-02-06,01:30:00,95.05,clear,1,-6.7,0.0,17,12,2,3
2024-02-06 02:00:00,2024-02-06,02:00:00,82.79,snow,71,-3.3,0.9,19,14,1,4
2024-02-06 02:30:00,2024-02-06,02:30:00,93.8,cloudy,3,-9.3,0.0,15,12,1,2
2024-02-06 03:00:00,2024-02-06,03:00:00,88.69,fog,45,-7.2,0.0,15,11,1,3
2024-02-06 03:30:00,2024-02-06,03:30:00,81.27,fog,45,-7.2,0.0,10,7,0,3
2024-02-06 04:00:00,2024-02-06,04:00:00,99.5,cloudy,3,-8.7,0.0,5,4,0,1
2024-02-06 04:30:00,2024-02-06,04:30:00,82.76,fog,45,-8.3,0.0,28,21,3,4
2024-02-06 05:00:00,2024-02-06,05:00:00,70.66,snow,71,-5.1,1.7,26,18,3,5
2024-02-06 05:30:00,2024-02-06,05:30:00,96.06,partly_cloudy,2,-5.6,0.0,29,21,3,5
2024-02-06 06:00:00,2024-02-06,06:00:00,98.65,clear,1,-1.6,0.0,91,67,10,14
2024-02-06 06:30:00,2024-02-06,06:30:00,86.08,clear,1,-5.6,0.0,94,74,10,10
2024-02-06 07:00:00,2024-02-06,07:00:00,65.14,partly_cloudy,2,-4.5,0.0,179,146,17,16
2024-02-06 07:30:00,2024-02-06,07:30:00,67.87,cloudy,3,-8.5,0.0,177,136,14,27
2024-02-06 08:00:00,2024-02-06,08:00:00,31.28,cloudy,3,-6.4,0.0,286,208,33,45
2024-02-06 08:30:00,2024-02-06,08:30:00,30.96,clear,1,-5.8,0.0,273,223,23,27
2024-02-06 09:00:00,2024-02-06,09:00:00,42.43,clear,1,-8.8,0.0,203,162,27,14
